fixed_costs,variable_cost_per_unit,price_per_unit,units_sold,marketing_spend,employee_count,total_revenue,total_costs,profit_or_loss,status
15899,7.48,40.33,3739,18445,186,150793.87,155311.72,-4517.85,Loss
17220,24.21,32.64,4047,15869,5,132094.08,133566.87,-1472.79,Loss
16934,26.11,115.78,375,11333,46,43417.5,61058.25,-17640.75,Loss
6429,46.78,127.24,1170,11356,98,148870.8,121517.6,27353.2,Profit
10076,33.85,48.66,157,7295,102,7639.62,73685.45,-66045.83,Loss
4564,19.02,96.92,2728,5992,2,264397.76,63442.56,200955.2,Profit
2389,28.64,91.6,384,16294,25,35174.4,42180.76,-7006.36,Loss
12593,7.97,49.48,2089,10649,1,103363.72,40391.33,62972.39,Profit
8274,48.77,74.92,853,5499,197,63906.76,153873.81,-89967.05,Loss
18208,21.2,107.31,1898,5697,168,203674.38,148142.6,55531.78,Profit
19649,26.5,96.82,816,4062,68,79005.12,79335,-329.88,Loss
18320,20.99,76.22,3577,18578,69,272638.94,146479.23,126159.71,Profit
11745,35.71,97.06,2356,1355,197,228673.36,195732.76,32940.6,Profit
15199,34.8,44.82,2879,9987,16,129036.78,133375.2,-4338.42,Loss
16876,37.19,85.11,1538,4121,182,130899.18,169195.22,-38296.04,Loss
19180,17.07,37.25,4179,4706,191,155667.75,190721.53,-35053.78,Loss
9245,19.21,40.84,3616,1538,18,147677.44,89246.36,58431.08,Profit
8214,10.64,77.11,2423,5096,107,186837.53,92590.72,94246.81,Profit
1726,34.5,125.71,886,14651,17,111379.06,55444,55935.06,Profit
14832,6.79,47.76,3359,4870,125,160425.84,105009.61,55416.23,Profit
12362,31.9,53.47,3662,3947,82,195807.14,174126.8,21680.34,Profit
19297,44.14,109.37,4884,16403,4,534163.08,253279.76,280883.32,Profit
11106,45.09,132.34,2841,15826,115,375977.94,212532.69,163445.25,Profit
8657,25.21,100.29,4262,14556,95,427435.98,178158.02,249277.96,Profit
19850,25.67,112.68,4033,5729,95,454438.44,176606.11,277832.33,Profit
15551,8.46,62.58,3818,2741,137,238930.44,119092.28,119838.16,Profit
8906,35.18,110.62,1554,8318,31,171903.48,87393.72,84509.76,Profit
8287,41.96,56.83,2500,7498,133,142075,187185,-45110,Loss
1892,16.01,51.49,3094,10655,16,159310.06,70081.94,89228.12,Profit
11222,23.96,63.53,2083,6944,42,132332.99,89074.68,43258.31,Profit
5675,42.75,94.37,1749,3515,169,165053.13,168459.75,-3406.62,Loss
2933,44.47,137.45,2330,15403,30,320258.5,136951.1,183307.4,Profit
18764,15.94,103.5,1357,7315,26,140449.5,60709.58,79739.92,Profit
12873,29.78,44.1,2577,5364,177,113645.7,183480.06,-69834.36,Loss
18674,13.66,31.77,3888,10176,31,123521.76,97460.08,26061.68,Profit
19024,9.58,45.99,1025,4734,50,47139.75,58577.5,-11437.75,Loss
14239,46,75.78,2106,14647,143,159592.68,197262,-37669.32,Loss
11874,41.92,103.78,4860,19223,52,504370.8,260828.2,243542.6,Profit
18602,39.2,129.57,2476,9026,166,320815.32,207687.2,113128.12,Profit
6016,7.19,103.46,3724,7342,38,385285.04,59133.56,326151.48,Profit
14774,42.97,108.68,2478,2358,188,269309.04,217611.66,51697.38,Profit
10752,24.71,108.69,4989,1707,20,542254.41,145737.19,396517.22,Profit
18338,20.41,73.41,3783,17808,99,277710.03,162857.03,114853,Profit
16585,29.59,51.21,409,19829,44,20944.89,70516.31,-49571.42,Loss
8291,9.11,62.05,2273,5929,111,141039.65,90427.03,50612.62,Profit
1974,39.05,95,534,8091,89,50730,75417.7,-24687.7,Loss
5133,31.21,105.71,1478,13444,63,156239.38,96205.38,60034,Profit
15663,13.4,36.17,2130,6392,118,77042.1,109597,-32554.9,Loss
4972,13.47,50.93,745,12277,178,37942.85,116284.15,-78341.3,Loss
6295,13.29,50.33,4710,6445,150,237054.3,150335.9,86718.4,Profit
14913,7.57,103.55,251,8191,72,25991.05,61004.07,-35013.02,Loss
10105,31.45,76.4,3907,13048,54,298494.8,173028.15,125466.65,Profit
9228,42.82,118.57,1248,14173,137,147975.36,145340.36,2635,Profit
10903,5.79,81.12,1317,4527,143,106835.04,94555.43,12279.61,Profit
4020,7.21,34.5,3020,12956,48,104190,62750.2,41439.8,Profit
9987,30.77,88.39,123,4795,148,10871.97,92566.71,-81694.74,Loss
13880,41.88,131.42,145,13369,163,19055.9,114821.6,-95765.7,Loss
6233,19.7,67.74,4318,5161,101,292501.32,146958.6,145542.72,Profit
10516,20.73,115.3,3527,15230,195,406663.1,196360.71,210302.39,Profit
15559,31.84,54.07,2252,12534,60,121765.64,129796.68,-8031.04,Loss
17701,17.34,25.68,307,19282,98,7883.76,91306.38,-83422.62,Loss
3396,6.2,95.45,3708,16911,162,353928.6,124296.6,229632,Profit
19546,38.09,123.01,4475,12642,100,550469.75,252640.75,297829,Profit
2591,33.15,132.42,2856,2398,99,378191.52,149165.4,229026.12,Profit
12303,31.13,99.39,4306,13419,73,427973.34,196267.78,231705.56,Profit
7183,38.38,132.11,235,7800,119,31045.85,83502.3,-52456.45,Loss
2312,35.39,118.26,192,2927,182,22705.92,103033.88,-80327.96,Loss
8314,14.26,98.86,3403,2125,128,336420.58,122965.78,213454.8,Profit
19767,20.86,78.21,689,11267,140,53886.69,115406.54,-61519.85,Loss
3139,10.67,49.52,3799,18920,88,188126.48,106594.33,81532.15,Profit
15688,10.84,104.36,2124,3855,105,221660.64,95067.16,126593.48,Profit
19088,35.43,79.21,4018,14553,19,318265.78,185498.74,132767.04,Profit
7924,43.64,97.98,251,5402,80,24592.98,64279.64,-39686.66,Loss
1362,48.32,93.49,3142,16286,26,293745.58,182469.44,111276.14,Profit
19988,33.28,90.2,3215,10766,151,289993,213249.2,76743.8,Profit
14481,13.28,60.86,3129,8780,121,190430.94,125314.12,65116.82,Profit
4738,9.75,15.5,4617,15454,33,71563.5,81707.75,-10144.25,Loss
3469,41.58,129.9,2152,12496,106,279544.8,158445.16,121099.64,Profit
17106,31.04,76.03,960,14546,185,72988.8,153950.4,-80961.6,Loss
17940,32.82,92.13,1621,14705,30,149342.73,100846.22,48496.51,Profit
10017,40.17,54.95,3498,5461,151,192215.1,231492.66,-39277.56,Loss
3808,36.65,37.99,2209,532,126,83919.91,148299.85,-64379.94,Loss
17370,42.55,67.83,4375,5198,36,296756.25,226724.25,70032,Profit
15870,7.53,78.28,2594,9387,125,203058.32,107289.82,95768.5,Profit
13713,38.64,49.46,1379,9216,124,68205.34,138213.56,-70008.22,Loss
8561,43.29,134.27,3663,13835,171,491831.01,266467.27,225363.74,Profit
3719,17.88,40.17,510,6677,194,20486.7,116514.8,-96028.1,Loss
12700,33.82,55.07,856,8938,181,47139.92,141087.92,-93948,Loss
4741,19.14,38.11,3749,4426,118,142874.39,139922.86,2951.53,Profit
10766,48.11,50.49,2323,15878,123,117288.27,199903.53,-82615.26,Loss
4998,6.5,83.91,108,10788,188,9062.28,110488,-101425.72,Loss
19787,31.09,118.72,2525,10654,37,299768,127443.25,172324.75,Profit
17077,12.49,74.29,4873,3459,61,362015.17,111899.77,250115.4,Profit
1294,37.05,56.68,1205,19111,96,68299.4,113050.25,-44750.85,Loss
11177,12.92,42.16,547,1893,120,23061.52,80137.24,-57075.72,Loss
10882,15.59,63.71,4375,18907,181,278731.25,188495.25,90236,Profit
2136,27.25,122.73,4478,13525,12,549584.94,143686.5,405898.44,Profit
3064,46.17,71.66,4026,6564,122,288503.16,256508.42,31994.74,Profit
8009,14.53,87.96,1657,7139,35,145749.72,56724.21,89025.51,Profit
13987,11.49,56,770,2978,67,43120,59312.3,-16192.3,Loss
5543,39.15,69.64,1324,8429,38,92203.36,84806.6,7396.76,Profit
2007,27.53,73.67,3917,9673,24,288565.39,131515.01,157050.38,Profit
6445,46.03,54.08,740,11915,81,40019.2,92922.2,-52903,Loss
11706,11.6,91.67,4073,8918,168,373371.91,151870.8,221501.11,Profit
15749,34.07,59.16,4202,18150,193,248590.32,273561.14,-24970.82,Loss
12718,15.48,88.3,3487,2557,185,307902.1,161753.76,146148.34,Profit
10439,12.05,19.82,2405,14203,72,47667.1,89622.25,-41955.15,Loss
14281,35.75,131.3,799,14883,79,104908.7,97228.25,7680.45,Profit
2435,31.72,51.83,3101,14435,114,160724.83,172233.72,-11508.89,Loss
1571,38.97,127.36,4823,10943,45,614257.28,222966.31,391290.97,Profit
3382,18.93,100.07,3614,3441,125,361652.98,137736.02,223916.96,Profit
6084,25.16,121.98,4705,656,96,573915.9,173117.8,400798.1,Profit
17661,23.25,71.56,1754,12755,13,125516.24,77696.5,47819.74,Profit
14507,49.28,122.29,3495,17644,110,427403.55,259384.6,168018.95,Profit
8059,18.15,55.85,4494,9465,6,250989.9,102090.1,148899.8,Profit
19271,18.27,37.52,2427,17841,97,91061.04,129953.29,-38892.25,Loss
13771,20.95,65.81,3281,15305,71,215922.61,133312.95,82609.66,Profit
18649,30.41,47.82,2265,17137,47,108312.3,128164.65,-19852.35,Loss
8491,16.35,114.57,935,18453,93,107122.95,88731.25,18391.7,Profit
15527,46.19,56.72,914,8005,101,51842.08,116249.66,-64407.58,Loss
18424,16.96,76.29,3544,12905,44,270371.76,113435.24,156936.52,Profit
15859,45.31,108.33,3104,13337,32,336256.32,185838.24,150418.08,Profit
9073,9.66,63.93,835,9499,3,53381.55,28138.1,25243.45,Profit
10077,34.55,101.11,506,10473,182,51161.66,129032.3,-77870.64,Loss
12383,45.81,58.31,394,12355,84,22974.14,84787.14,-61813,Loss
17378,12.59,68.54,603,7057,166,41329.62,115026.77,-73697.15,Loss
3353,48.57,78,837,9571,4,65286,55577.09,9708.91,Profit
5799,25.38,119.46,1869,5588,145,223270.74,131322.22,91948.52,Profit
18070,47.56,124.01,754,16884,165,93503.54,153314.24,-59810.7,Loss
12939,35.46,132.74,4957,17050,88,657992.18,249764.22,408227.96,Profit
3428,18.57,23.29,1002,2563,106,23336.58,77598.14,-54261.56,Loss
12296,13.47,42.7,864,8803,105,36892.8,85237.08,-48344.28,Loss
8813,18.67,39.02,1598,12131,36,62353.96,68778.66,-6424.7,Loss
15414,9.19,11.29,193,1625,58,2178.97,47812.67,-45633.7,Loss
12801,11.47,36.46,2827,3141,169,103072.42,132867.69,-29795.27,Loss
12745,9.71,77.91,3816,18313,8,297304.56,72111.36,225193.2,Profit
14025,24.03,47.91,3875,10735,195,185651.25,215376.25,-29725,Loss
4356,40.8,92.19,1266,13294,158,116712.54,148302.8,-31590.26,Loss
15288,11.36,100.25,1857,18518,86,186164.25,97901.52,88262.73,Profit
7540,10.86,80.54,4520,9362,180,364040.8,155989.2,208051.6,Profit
17422,33.95,74.02,4822,3611,97,356924.44,233239.9,123684.54,Profit
4342,13.87,51.74,2789,2190,153,144302.86,121715.43,22587.43,Profit
10078,9.39,55.51,1339,16240,180,74327.89,128891.21,-54563.32,Loss
3844,12.51,31.04,605,15594,59,18779.2,56506.55,-37727.35,Loss
11396,46.57,110.34,912,16375,30,100630.08,85242.84,15387.24,Profit
18482,41.97,79.02,2535,9656,101,200315.7,185031.95,15283.75,Profit
19207,20.93,106.31,2405,17164,67,255675.55,120207.65,135467.9,Profit
14998,34.51,110.41,1015,4946,132,112066.15,120971.65,-8905.5,Loss
14261,29.18,90.62,2445,10658,93,221565.9,142764.1,78801.8,Profit
4093,35.47,72.53,525,3308,185,38078.25,118522.75,-80444.5,Loss
12722,35.72,57.5,1388,5902,63,79810,99703.36,-19893.36,Loss
12645,33.29,111.13,574,2464,32,63788.62,50217.46,13571.16,Profit
16083,16.97,66.12,2621,17706,87,173300.52,121767.37,51533.15,Profit
1988,6.76,30.01,611,10129,51,18336.11,41747.36,-23411.25,Loss
7446,25.5,45.82,3752,2561,63,171916.64,137183,34733.64,Profit
17335,45.09,62.46,4714,4365,80,294436.44,274254.26,20182.18,Profit
17133,30.63,108.57,1255,4794,87,136255.35,103867.65,32387.7,Profit
2682,42.46,66.13,4083,14671,110,270008.79,245717.18,24291.61,Profit
6626,49.62,102.76,3897,13465,101,400455.72,263960.14,136495.58,Profit
8424,12.36,58.06,4251,12728,129,246813.06,138194.36,108618.7,Profit
13857,36.13,94.51,2288,16151,19,216238.88,122173.44,94065.44,Profit
13155,35.34,123.18,1210,16961,101,149047.8,123377.4,25670.4,Profit
18317,49.1,136.01,4845,2659,163,658968.45,340365.5,318602.95,Profit
12425,49.35,95.01,3875,13322,191,368163.75,312478.25,55685.5,Profit
2980,35.9,38.42,121,3687,94,4648.82,58010.9,-53362.08,Loss
16522,15.96,59.18,804,7635,81,47580.72,77488.84,-29908.12,Loss
9984,40.94,101.95,3902,14008,103,397808.9,235239.88,162569.02,Profit
18175,9.82,66.04,954,1289,113,63002.16,85332.28,-22330.12,Loss
16883,40.13,105.61,101,18447,154,10666.61,116383.13,-105716.52,Loss
6390,45.96,62.21,2671,1822,13,166162.91,137471.16,28691.75,Profit
19639,22.23,87.24,3240,13887,118,282657.6,164551.2,118106.4,Profit
2607,33.38,52.46,3998,7173,86,209735.08,186233.24,23501.84,Profit
7573,24.36,99.66,1337,18386,23,133245.42,70028.32,63217.1,Profit
18368,24.7,59.27,4830,7616,107,286274.1,198785,87489.1,Profit
6776,18.97,90.25,1822,18543,163,164435.5,141382.34,23053.16,Profit
4676,39.3,45.04,3952,10007,12,177998.08,175996.6,2001.48,Profit
4380,47.13,88.51,3970,3562,137,351384.7,263548.1,87836.6,Profit
9711,47.33,118.13,999,19946,78,118011.87,115939.67,2072.2,Profit
9782,12.87,36.33,3188,18954,67,115820.04,103265.56,12554.48,Profit
18434,44.36,124.09,2466,11368,108,306005.94,193193.76,112812.18,Profit
14997,38.18,101.63,2329,3053,44,236696.27,128971.22,107725.05,Profit
7342,16.38,75.55,1475,17928,189,111436.25,143930.5,-32494.25,Loss
18343,8.03,44.03,1634,10479,149,71945.02,116443.02,-44498,Loss
7059,17.06,65.82,1096,6457,7,72138.72,35713.76,36424.96,Profit
9884,46.05,106.19,2215,12227,128,235210.85,188111.75,47099.1,Profit
6655,33.49,81.26,4073,5078,97,330971.98,196637.77,134334.21,Profit
13091,37.45,107.58,1226,6121,11,131893.08,70625.7,61267.38,Profit
16251,16.57,60.51,2210,2466,173,133727.1,141836.7,-8109.6,Loss
1526,37.37,58.4,1081,11048,160,63130.4,132970.97,-69840.57,Loss
4224,6.27,28.45,3338,14364,106,94966.1,92517.26,2448.84,Profit
16069,21.89,23.46,4576,19134,83,107352.96,176871.64,-69518.68,Loss
12536,33.2,63.99,1365,12179,36,87346.35,88033,-686.65,Loss
14547,11.57,86.71,942,15475,118,81680.82,99920.94,-18240.12,Loss
19259,42.04,121.66,156,14667,165,18978.96,122984.24,-104005.28,Loss
2763,15.58,36.62,3130,2514,41,114620.6,74542.4,40078.2,Profit
9712,34.35,130.3,794,5124,92,103458.2,88109.9,15348.3,Profit
6797,23.23,73.97,671,6368,49,49633.87,53252.33,-3618.46,Loss
10208,31.82,123.6,4290,15126,143,530244,233341.8,296902.2,Profit
6109,9.84,80.81,870,1304,141,70304.7,86473.8,-16169.1,Loss
17500,5.76,78.28,461,18218,53,36087.08,64873.36,-28786.28,Loss
3433,45.93,55.35,163,1167,107,9022.05,65586.59,-56564.54,Loss
17967,17.13,39.91,2496,884,33,99615.36,78107.48,21507.88,Profit
5167,41.89,43.76,3396,11816,119,148608.96,218741.44,-70132.48,Loss
18773,49.97,121.87,4269,3940,32,520263.03,252034.93,268228.1,Profit
9357,14.51,49.61,135,19632,118,6697.35,89947.85,-83250.5,Loss
7154,16.93,95.81,4192,16896,176,401635.52,183020.56,218614.96,Profit
9920,34.83,69.38,1622,8226,196,112534.36,172640.26,-60105.9,Loss
19427,48.45,130.56,2055,11699,185,268300.8,223190.75,45110.05,Profit
18162,46.21,60.15,4129,5903,62,248359.35,245866.09,2493.26,Profit
1213,27.63,45.79,853,6651,82,39058.87,72432.39,-33373.52,Loss
4762,40.78,75.53,3384,12859,130,255593.52,220620.52,34973,Profit
14399,11.11,52.55,3399,15727,77,178617.45,106388.89,72228.56,Profit
10768,48.98,84.5,1119,10557,16,94555.5,84133.62,10421.88,Profit
11640,48.4,125,2719,600,123,339875,205339.6,134535.4,Profit
7731,12.37,22.97,4191,5478,8,96267.27,69051.67,27215.6,Profit
6791,18.47,54.24,2821,10004,147,153011.04,142398.87,10612.17,Profit
16822,9.51,93.4,4685,11488,160,437579,152864.35,284714.65,Profit
9783,17.23,24.84,4232,15031,67,105122.88,131231.36,-26108.48,Loss
14621,41.72,136.01,1458,7034,115,198302.58,139982.76,58319.82,Profit
17019,22.02,120.67,3790,17333,113,457339.3,174307.8,283031.5,Profit
3720,8.98,18.75,314,12131,32,5887.5,34670.72,-28783.22,Loss
9905,20.4,50.24,3898,12193,105,195835.52,154117.2,41718.32,Profit
10127,49.16,87.03,3143,3667,25,273535.29,180803.88,92731.41,Profit
17385,33.34,111.2,4848,5880,53,539097.6,211397.32,327700.28,Profit
7368,23.73,83.73,1523,14323,81,127520.79,98331.79,29189,Profit
15056,12.49,77.28,4331,12129,25,334699.68,93779.19,240920.49,Profit
13236,49.38,125.37,375,4356,33,47013.75,52609.5,-5595.75,Loss
19333,41.94,54.62,1256,1575,31,68602.72,89084.64,-20481.92,Loss
15451,17.67,101.16,4542,16255,36,459468.72,129963.14,329505.58,Profit
18301,8.15,79.01,1554,11414,87,122781.54,85880.1,36901.44,Profit
11433,7.55,65.71,3584,1201,123,235504.64,101193.2,134311.44,Profit
16525,10.42,99.5,1490,3848,177,148255,124398.8,23856.2,Profit
1089,31.13,101.46,1005,8685,44,101967.3,63059.65,38907.65,Profit
19093,46.79,67.76,604,7336,48,40927.04,78690.16,-37763.12,Loss
11361,27.35,70.89,3304,13804,158,234220.56,194529.4,39691.16,Profit
17369,42.93,92.84,4189,11138,13,388906.76,214840.77,174065.99,Profit
4041,25.06,31.53,4627,2749,171,145889.31,208242.62,-62353.31,Loss
1105,36.89,132.4,2086,11205,144,276186.4,161262.54,114923.86,Profit
10078,37.93,51.66,1336,9874,91,69017.76,116126.48,-47108.72,Loss
19279,12.83,82.88,1247,8618,154,103351.36,120896.01,-17544.65,Loss
7090,21.25,72.37,4711,3051,175,340935.07,197749.75,143185.32,Profit
7082,33.68,37.22,2317,13050,165,86238.74,180668.56,-94429.82,Loss
18018,8.18,100.73,3679,2714,131,370585.67,116326.22,254259.45,Profit
2925,21.27,106.6,3515,9034,154,374699,163723.05,210975.95,Profit
19440,29.07,81.97,821,17601,143,67297.37,132407.47,-65110.1,Loss
7917,49.83,73.5,2506,2960,66,184191,168750.98,15440.02,Profit
1552,26.35,39.39,520,12428,28,20482.8,41682,-21199.2,Loss
4911,41.72,78.7,1420,3755,125,111754,130408.4,-18654.4,Loss
4389,24.44,50.73,3182,5834,166,161422.86,170991.08,-9568.22,Loss
14629,40.84,92,721,12781,172,66332,142855.64,-76523.64,Loss
3430,31.79,128.46,1224,7330,181,157235.04,140170.96,17064.08,Profit
1458,44.9,102.82,160,8254,80,16451.2,56896,-40444.8,Loss
14395,23.49,112.59,3609,7440,132,406337.31,172610.41,233726.9,Profit
1207,32.19,97.63,1076,11222,72,105049.88,83065.44,21984.44,Profit
1899,33.35,81.4,3604,4132,44,293365.6,148224.4,145141.2,Profit
12653,23.78,109.39,3283,16529,119,359127.37,166751.74,192375.63,Profit
17405,11.49,59.16,4489,514,46,265569.24,92497.61,173071.63,Profit
9601,9.21,96.2,1522,12081,84,146416.4,77699.62,68716.78,Profit
1894,5.75,35.62,2429,14657,26,86520.98,43517.75,43003.23,Profit
1514,44.31,58.06,4922,12006,96,285771.32,279613.82,6157.5,Profit
5109,15.64,101.32,3021,8708,13,306087.72,67565.44,238522.28,Profit
14258,14.52,73.67,2431,10471,125,179091.77,122527.12,56564.65,Profit
16313,38.12,127.14,3340,18833,69,424647.6,196966.8,227680.8,Profit
16349,19.4,113.24,4803,8772,172,543891.72,204299.2,339592.52,Profit
8179,27.77,34.08,1883,3579,181,64172.64,154548.91,-90376.27,Loss
11326,12.31,62.91,503,8627,51,31643.73,51644.93,-20001.2,Loss
12787,48.19,86.31,790,9710,13,68184.9,67067.1,1117.8,Profit
2560,43.32,106.28,2430,15514,169,258260.4,207841.6,50418.8,Profit
14612,43.87,123.44,2407,16146,139,297120.08,205853.09,91266.99,Profit
18650,23.3,52.08,1493,18708,165,77755.44,154644.9,-76889.46,Loss
5780,39.31,95.43,3730,4364,60,355953.9,186770.3,169183.6,Profit
19311,11.47,82.63,1798,11161,32,148568.74,67095.06,81473.68,Profit
12894,5.39,19.7,2451,19397,173,48284.7,132001.89,-83717.19,Loss
3356,5.9,87.49,4969,10822,18,434737.81,52495.1,382242.71,Profit
5790,31.4,92.4,3221,7210,93,297620.4,160639.4,136981,Profit
17690,25.49,120.49,4290,9016,148,516902.1,210058.1,306844,Profit
11181,28.31,62.92,2056,14886,44,129363.52,106272.36,23091.16,Profit
8057,5.34,17.05,1836,13838,164,31303.8,113699.24,-82395.44,Loss
17082,24.02,75.16,1459,15816,197,109658.44,166443.18,-56784.74,Loss
1661,37.31,46.81,1812,10703,37,84819.72,98469.72,-13650,Loss
5644,24.92,121.9,959,5388,161,116902.1,115430.28,1471.82,Profit
16711,37.95,42.78,810,11825,127,34651.8,122775.5,-88123.7,Loss
3920,15.49,91.09,3290,19588,19,299686.1,83970.1,215716,Profit
17002,41.59,94.58,2739,9886,179,259054.62,230303.01,28751.61,Profit
15025,31.48,68.97,580,16145,32,40002.6,65428.4,-25425.8,Loss
9946,14.48,22,1409,6760,106,30998,90108.32,-59110.32,Loss
13732,15.65,78.24,3868,11767,22,302632.32,97033.2,205599.12,Profit
7236,33.26,92.2,2077,15919,122,191499.4,153236.02,38263.38,Profit
17309,42.35,71.16,2610,13586,129,185727.6,205928.5,-20200.9,Loss
14518,23.7,114.81,2227,3404,54,255681.87,97701.9,157979.97,Profit
1352,16.62,47.73,1587,11992,148,75747.51,113719.94,-37972.43,Loss
8005,44.02,89.54,1323,1623,58,118461.42,96866.46,21594.96,Profit
15036,35.12,89.95,2831,13930,163,254648.45,209890.72,44757.73,Profit
17542,25.16,36.08,996,15499,70,35935.68,93100.36,-57164.68,Loss
1956,26.96,120.24,1348,19154,198,162083.52,156452.08,5631.44,Profit
3071,14.19,52.27,2561,19608,189,133863.47,153519.59,-19656.12,Loss
9595,33.21,42.21,2238,8621,63,94465.98,124039.98,-29574,Loss
16140,21.14,60.48,931,19142,189,56306.88,149463.34,-93156.46,Loss
13803,49.8,110.22,1897,4146,185,209087.34,204919.6,4167.74,Profit
4453,26.61,78.46,2025,13673,3,158881.5,73511.25,85370.25,Profit
7675,26.86,96.62,4318,7525,99,417205.16,180681.48,236523.68,Profit
1955,30.46,36.95,4618,13049,45,170635.1,178168.28,-7533.18,Loss
7295,46.25,75.42,3014,15353,143,227315.88,233545.5,-6229.62,Loss
16921,41.04,123.14,3113,18155,17,383334.82,171333.52,212001.3,Profit
19096,25.3,34.21,3178,9489,143,108719.38,180488.4,-71769.02,Loss
16282,37.34,123.03,547,11826,5,67297.41,51032.98,16264.43,Profit
5703,31.38,41.48,2266,3963,174,93993.68,167773.08,-73779.4,Loss
7563,27.16,110.77,1038,14888,11,114979.26,56143.08,58836.18,Profit
13003,13.65,50.37,2658,14575,192,133883.46,159859.7,-25976.24,Loss
11817,25.88,87.49,2525,11047,92,220912.25,134211,86701.25,Profit
12171,16.06,32.2,4564,5441,142,146960.8,161909.84,-14949.04,Loss
13582,46.17,53.72,1420,16510,39,76282.4,115153.4,-38871,Loss
